symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,avg_funding_per_trade_pct,funding_share_of_pnl,oos_days
ETCUSDT,24,85.49,37.15,-48.34,2.248,10.99,66.67,2.083,0.0114,0.008,181
