symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,14,7,7,30.9,-2.53,-33.43,-0.466,5.51,28.57,0.718,397
