symbol,n_trades,n_long,n_short,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,254,131,123,33.89,-0.89,-34.77,0.159,24.12,45.67,1.029,382
