symbol,n_trades,n_pos_xcorr,n_neg_xcorr,alpha_pct,pos_alpha_sum,neg_alpha_sum,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,2534,1405,1130,-60.48,-136.92,-115.8,-93.28,-32.8,-4.126,94.9,44.12,0.783,397
