symbol,n_trades,n_trend_entries,n_rev_entries,alpha_pct,trend_alpha_sum,rev_alpha_sum,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,65,16,49,30.91,14.95,-15.1,-1.9,-32.8,-0.008,17.98,46.15,0.997,397
