symbol,n_trades,n_trend_entries,n_rev_entries,alpha_pct,trend_alpha_sum,rev_alpha_sum,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,1357,337,1020,-14.43,-18.81,-35.84,-47.26,-32.83,-1.211,47.3,44.73,0.907,397
