symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,82,48,34,12.24,-21.19,-33.43,-1.41,24.84,52.44,0.64,397
