symbol,n_trades,n_hi_entries,n_lo_entries,alpha_pct,hi_alpha_sum,lo_alpha_sum,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,801,574,227,-42.96,-124.08,-27.07,-79.43,-36.47,-3.993,81.68,41.07,0.674,380
