symbol,n_trades,n_hi_entries,n_lo_entries,alpha_pct,hi_alpha_sum,lo_alpha_sum,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,801,575,226,1.72,-19.37,-10.64,-34.75,-36.47,-0.573,45.39,49.94,0.929,380
