symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,14,5,9,30.47,-12.65,-43.13,-0.481,31.25,50.0,0.738,368
