symbol,n_trades,n_type_a,n_type_b,alpha_pct,type_a_alpha,type_b_alpha,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,314,128,186,28.08,0.0,0.0,-1.48,-29.56,0.097,22.61,44.59,1.016,390
