symbol,n_trades,n_long_attempts,n_short_attempts,n_units,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,bias_max_abs_bps,bias_mean_abs_bps,oos_days,tod_unit
SOLUSDT,6391,3184,3208,24,-65.89,-99.38,-33.49,-10.128,99.39,42.03,0.675,6.589,3.286,397,hour
