symbol,n_trades,n_aligned_pos,n_aligned_neg,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,8,3,5,33.02,-15.12,-48.14,-3.063,15.17,37.5,0.05,178
