symbol,n_trades,n_aligned_pos,n_aligned_neg,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,9,5,4,35.78,-12.36,-48.14,-2.654,14.45,33.33,0.186,178
