symbol,n_trades,n_trend_entries,n_rev_entries,alpha_pct,trend_alpha_sum,rev_alpha_sum,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,475,473,2,-10.52,-28.2,-0.79,-27.07,-16.55,-2.624,29.5,46.32,0.847,86
