symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,avg_funding_per_trade_pct,funding_share_of_pnl,oos_days
AXSUSDT,38,137.97,76.34,-61.63,1.349,13.8,63.16,2.24,0.7986,0.443,355
