symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,avg_funding_per_trade_pct,funding_share_of_pnl,oos_days
HBARUSDT,16,17.45,-41.08,-58.53,-1.363,51.48,31.25,0.419,-0.0323,0.011,355
COMPUSDT,18,28.74,-23.65,-52.39,-0.189,52.6,33.33,0.89,0.5892,-0.972,355
