symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,avg_funding_per_trade_pct,funding_share_of_pnl,oos_days
COMPUSDT,27,92.16,39.77,-52.39,1.186,10.34,51.85,2.003,0.2834,0.198,355
