symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,76,52.04,33.55,-18.49,1.455,18.2,57.89,1.732,536
ETCUSDT,163,97.81,40.75,-57.06,0.906,20.74,49.08,1.483,558
