symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,30,34.2,-13.86,-48.05,-1.312,15.86,36.67,0.456,383
ETCUSDT,75,58.75,10.18,-48.57,0.981,6.33,48.0,1.433,398
