symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,29,77.53,17.05,-60.48,1.998,2.99,55.17,2.844,230
ETCUSDT,61,91.63,33.26,-58.37,1.296,6.5,50.82,2.362,239
