symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,859,-5.06,-53.11,-48.05,-2.109,54.11,41.79,0.808,383
ETCUSDT,1251,-31.68,-80.26,-48.57,-4.437,80.37,41.65,0.684,398
