symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,114,69.88,21.82,-48.05,1.205,8.42,48.25,1.466,383
ETCUSDT,229,56.53,8.0,-48.53,0.569,6.87,47.6,1.118,398
