symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,132,43.83,-4.22,-48.05,-0.144,20.89,40.15,0.963,383
ETCUSDT,261,40.94,-7.64,-48.57,-0.335,16.91,42.53,0.938,398
