symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,236,100.75,52.7,-48.05,1.914,12.09,47.46,1.468,383
ETCUSDT,396,39.67,-8.86,-48.53,-0.362,16.19,46.21,0.949,398
