symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,79,69.43,21.37,-48.05,1.182,8.85,46.84,1.548,383
ETCUSDT,140,49.06,0.53,-48.53,0.104,8.02,43.57,1.028,398
