symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,216,54.27,6.21,-48.05,0.389,11.71,43.98,1.087,383
ETCUSDT,362,28.6,-19.97,-48.57,-0.957,28.6,45.3,0.859,398
