symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,61,63.51,15.46,-48.05,0.994,6.43,49.18,1.594,383
ETCUSDT,128,44.5,-4.03,-48.53,-0.268,9.65,45.31,0.929,398
