symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,11,63.89,15.79,-48.1,1.743,1.14,63.64,7.177,383
ETCUSDT,48,51.58,3.05,-48.53,0.292,13.22,54.17,1.162,398
