symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,9,62.44,14.35,-48.1,1.503,2.38,66.67,5.62,383
ETCUSDT,27,57.93,9.4,-48.53,1.296,3.48,59.26,2.276,398
