symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,366,59.74,11.68,-48.05,0.562,21.11,44.54,1.091,383
ETCUSDT,570,21.76,-26.81,-48.57,-1.164,36.45,45.26,0.867,398
