symbol,n_trades,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
DOGEUSDT,3,60.75,12.65,-48.1,2.093,0.0,100.0,inf,383
ETCUSDT,18,52.64,4.11,-48.53,0.674,2.3,55.56,1.812,398
