symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,8,4,4,23.97,-19.84,-43.81,-1.024,19.84,25.0,0.449,368
LDOUSDT,1,1,0,56.36,0.88,-55.47,0.0,0.0,100.0,inf,369
AVAXUSDT,6,3,3,23.25,-31.82,-55.07,-17.781,31.82,0.0,0.0,348
DOGEUSDT,1,1,0,38.53,-4.44,-42.96,0.0,4.44,0.0,0.0,354
LINKUSDT,0,0,0,31.8,0.0,-31.8,0.0,0.0,0.0,0.0,354
