symbol,n_trades,n_long,n_short,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,832,396,436,8.63,-26.14,-34.77,-0.598,35.66,46.63,0.943,382
