symbol,n_trades,n_long,n_short,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,1542,814,728,-44.65,-79.42,-34.77,-2.336,82.4,46.17,0.818,382
