symbol,n_trades,n_long,n_short,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,850,445,405,-33.12,-67.89,-34.77,-1.915,70.38,45.65,0.788,382
