symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,25,14,11,-18.49,-62.3,-43.81,-2.895,62.3,28.0,0.28,368
