open_time,gross_ret,net_ret,eq_basket,btc_bnh,turnover,fee_lag,total_weight,active_syms
2024-05-30,0.0,0.0,-0.014041615543710076,0.010575194240523,0.0,0.0,0.0,0
2024-05-31,0.025716027824328653,0.025716027824328653,-0.004704843100540186,-0.012055114944629297,0.14635209268712435,0.0,0.973736851035969,1
2024-06-01,0.0014821244721263246,0.0013650427979766252,0.006319833704952086,0.0032747392268774878,0.06926785419894821,0.00011708167414969948,0.8273847583488446,1
2024-06-02,-0.012405922788039503,-0.012461337071398662,-0.011866260155439654,9.882122502924418e-05,0.0017642024333697215,5.541428335915857e-05,0.7581169041498964,1
2024-06-03,-0.02158269704672274,-0.021584108408669436,0.007065558022132966,0.015419012209851868,0.136821523635699,1.4113619466957772e-06,0.7563527017165267,1
2024-06-04,0.004811542467165342,0.004702085248256783,0.028657375437086432,0.02510624330078981,1.300393602866024,0.0001094572189085592,0.8931742253522257,1
2024-06-05,0.014029611285919119,0.0129892964036263,0.013243629324457924,0.007839331255313109,0.008484533509052317,0.0010403148822928192,1.0,2
2024-06-06,0.003974315412231127,0.003967527785423885,-0.015975528965704772,-0.004263825803104915,0.0733067692377411,6.787626807241854e-06,1.0,2
2024-06-07,-0.042576847139730686,-0.04263549255512088,-0.04572036216155121,-0.020513906536778204,0.23480220841349386,5.864541539019288e-05,1.0,2
2024-06-08,-0.01027688652091803,-0.010464728287648824,-0.01975773341055221,-0.00043962696570909454,0.6234931046278435,0.0001878417667307951,0.9999999999999999,2
2024-06-09,0.010315072102523824,0.00981627761882155,0.012024779803697634,0.004623160505577095,0.23924919835320976,0.0004987944837022748,1.0,4
2024-06-10,-0.049360258556890545,-0.04955165791557311,-0.0221185746899725,-0.0015559711829544742,0.08057175998316662,0.0001913993586825678,0.9999999999999999,3
2024-06-11,-0.04622881644000883,-0.04629327384799536,-0.045690442972398305,-0.032174264326389035,0.37457867161859265,6.445740798653331e-05,1.0,3
2024-06-12,0.03805447187354804,0.037754808936253166,0.038068498677919727,0.014105616845933033,0.49545863880777957,0.0002996629372948741,1.0,5
2024-06-13,-0.055085014514931106,-0.05548138142597733,-0.04480932986450858,-0.02172833574775579,0.6028439639546992,0.0003963669110462237,1.0,3
2024-06-14,-0.005078465220100643,-0.005560740391264403,-0.02297225309717518,-0.011187822761649313,0.4833264332103495,0.0004822751711637594,1.0,4
2024-06-15,0.020110560387298596,0.019723899240730317,0.014754129499782442,0.002634778777008462,0.23741008916820897,0.00038666114656827965,1.0000000000000002,5
2024-06-16,0.01968156181379905,0.019491633742464484,0.01230565187855793,0.006643640213430224,0.10231802538441304,0.00018992807133456717,1.0,4
2024-06-17,-0.04298514817542062,-0.043067002595728154,-0.04062875892202294,-0.0027230337146080252,0.14505882381941587,8.185442030753043e-05,0.9999999999999999,4
2024-06-18,-0.04893804423730696,-0.04905409129636249,-0.05359495680280828,-0.019889547644801442,0.7916519398199249,0.0001160470590555327,1.0,4
