symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,phase_pos_pct,phase_mean,phase_std
SOLUSDT,1,1,0,31.4,-2.29,-33.68,0.0,2.29,0.0,0.0,151,72.7,0.1408,0.2812
