symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,phase_pos_pct,phase_mean,phase_std
SOLUSDT,2,1,1,26.22,-7.46,-33.68,-3.919,7.46,0.0,0.0,151,72.7,0.1408,0.2812
