symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,phase_pos_pct,phase_mean,phase_std
SOLUSDT,2,1,1,41.6,7.92,-33.68,3.131,0.0,100.0,inf,151,72.7,0.1408,0.2812
