symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,phase_pos_pct,phase_mean,phase_std
SOLUSDT,8,2,6,22.02,-11.66,-33.68,-1.11,23.32,37.5,0.565,151,72.7,0.1408,0.2812
