symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,phase_pos_pct,phase_mean,phase_std
SOLUSDT,5,3,2,38.13,4.45,-33.68,0.395,16.56,40.0,1.362,151,72.7,0.1408,0.2812
