symbol,n_trades,n_trend_entries,n_rev_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,pacf2_q10,pacf2_q50,pacf2_q90
SOLUSDT,561,204,358,-14.35,-47.16,-32.8,-0.841,53.67,44.03,0.894,397,-0.107,-0.013,0.083
