symbol,n_trades,n_trend_entries,n_rev_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,pacf2_q10,pacf2_q50,pacf2_q90
SOLUSDT,322,135,187,18.09,-14.72,-32.8,-0.21,28.74,46.27,0.949,397,-0.107,-0.013,0.083
