symbol,n_trades,n_trend_entries,n_rev_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,pacf2_q10,pacf2_q50,pacf2_q90
SOLUSDT,427,427,0,-3.27,-36.07,-32.8,-1.651,40.64,41.92,0.794,397,-0.107,-0.013,0.083
