symbol,n_trades,n_trend_entries,n_rev_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,pacf2_q10,pacf2_q50,pacf2_q90
SOLUSDT,1792,0,1793,-43.56,-76.37,-32.8,-2.026,76.91,48.88,0.847,397,-0.107,-0.013,0.083
