symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,4782,519,4263,-63.19,-96.45,-33.26,-6.156,96.87,44.37,0.766,393
