symbol,n_trades,n_long_entries,n_short_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days
SOLUSDT,2832,1416,1417,-61.49,-94.62,-33.13,-4.6,95.34,45.87,0.74,397
