symbol,n_trades,n_low_entries,n_high_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,entropy_q10,entropy_q50,entropy_q90
SOLUSDT,1088,1088,0,-13.92,-41.36,-27.44,-1.041,51.7,46.23,0.912,389,1.238,1.568,1.824
