symbol,n_trades,n_low_entries,n_high_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,entropy_q10,entropy_q50,entropy_q90
SOLUSDT,2220,1081,1140,-52.24,-79.68,-27.44,-2.58,83.4,47.25,0.852,389,1.238,1.568,1.824
