symbol,n_trades,n_low_entries,n_high_entries,alpha_pct,total_return_pct,buy_hold_pct,sharpe_ann,max_dd_pct,win_rate_pct,profit_factor,oos_days,entropy_q10,entropy_q50,entropy_q90
SOLUSDT,355,0,356,-0.71,-28.14,-27.44,-1.013,35.32,47.32,0.863,389,1.238,1.568,1.824
